Strain,Mutations,Number/ID,Levo Conc.,IPTG,Date Recorded,Time,Well Number,Well Reading
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/9/2023,19:59,G11,1.111
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/9/2023,19:59,G6,1.112
BL21,Δ7,JOE7059,0 ng/mL,-,2/9/2023,19:59,H7,1.165
BL21,Δ7,JOE7059,0 ng/mL,+,2/9/2023,19:59,H2,1.136
BL21,Δ7,JOE7060,0 ng/mL,-,2/9/2023,19:59,H8,1.161
BL21,Δ7,JOE7060,0 ng/mL,+,2/9/2023,19:59,H3,1.128
BL21,Δ7,JOE7061,0 ng/mL,-,2/9/2023,19:59,H9,1.152
BL21,Δ7,JOE7061,0 ng/mL,+,2/9/2023,19:59,H4,0.999
BL21,Δ7,JOE7062,0 ng/mL,-,2/9/2023,19:59,H10,1.171
BL21,Δ7,JOE7062,0 ng/mL,+,2/9/2023,19:59,H5,1.026
BL21,Δ7,JOE7063,0 ng/mL,-,2/9/2023,19:59,H11,1.144
BL21,Δ7,JOE7063,0 ng/mL,+,2/9/2023,19:59,H6,1.132
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/17/2023,19:59,E7,0.827
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/17/2023,19:59,E2,0.743
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/17/2023,19:59,E8,0.751
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/17/2023,19:59,E3,0.813
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/17/2023,19:59,E9,0.651
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/17/2023,19:59,E4,0.525
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/17/2023,19:59,E10,0.636
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/17/2023,19:59,E5,0.364
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/17/2023,19:59,E11,0.551
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/17/2023,19:59,E6,0.694
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/17/2023,19:59,F7,1.099
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/17/2023,19:59,F2,1.03
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/17/2023,19:59,F8,1.078
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/17/2023,19:59,F3,1.058
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/17/2023,19:59,F9,1.056
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/17/2023,19:59,F4,0.877
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/17/2023,19:59,F10,1.058
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/17/2023,19:59,F5,0.894
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/17/2023,19:59,F11,0.993
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/17/2023,19:59,F6,1.009
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/17/2023,19:59,G7,1.132
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/17/2023,19:59,G2,1.107
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/17/2023,19:59,G8,1.129
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/17/2023,19:59,G3,1.129
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/17/2023,19:59,G9,1.101
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/17/2023,19:59,G4,0.971
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/17/2023,19:59,G10,1.109
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/17/2023,19:59,G5,0.974
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/17/2023,19:59,G11,1.073
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/17/2023,19:59,G6,1.091
BL21,Δ7,JOE7059,0 ng/mL,-,2/17/2023,19:59,H7,1.145
BL21,Δ7,JOE7059,0 ng/mL,+,2/17/2023,19:59,H2,1.144
BL21,Δ7,JOE7060,0 ng/mL,-,2/17/2023,19:59,H8,1.151
BL21,Δ7,JOE7060,0 ng/mL,+,2/17/2023,19:59,H3,1.141
BL21,Δ7,JOE7061,0 ng/mL,-,2/17/2023,19:59,H9,1.141
BL21,Δ7,JOE7061,0 ng/mL,+,2/17/2023,19:59,H4,1
BL21,Δ7,JOE7062,0 ng/mL,-,2/17/2023,19:59,H10,1.151
BL21,Δ7,JOE7062,0 ng/mL,+,2/17/2023,19:59,H5,1.022
BL21,Δ7,JOE7063,0 ng/mL,-,2/17/2023,19:59,H11,1.108
BL21,Δ7,JOE7063,0 ng/mL,+,2/17/2023,19:59,H6,1.111
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/22/2023,19:59,E7,0.814
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/22/2023,19:59,E2,0.88
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/22/2023,19:59,E8,0.85
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/22/2023,19:59,E3,0.849
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/22/2023,19:59,E9,0.731
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,19:59,E4,0.63
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/22/2023,19:59,E10,0.74
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,19:59,E5,0.621
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/22/2023,19:59,E11,0.348
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/22/2023,19:59,E6,0.661
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/22/2023,19:59,F7,1.096
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/22/2023,19:59,F2,1.079
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/22/2023,19:59,F8,1.105
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/22/2023,19:59,F3,1.107
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/22/2023,19:59,F9,1.077
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/22/2023,19:59,F4,0.92
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/22/2023,19:59,F10,1.085
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/22/2023,19:59,F5,0.955
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/22/2023,19:59,F11,1.009
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/22/2023,19:59,F6,1.052
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/22/2023,19:59,G7,1.149
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/22/2023,19:59,G2,1.113
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/22/2023,19:59,G8,1.158
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/22/2023,19:59,G3,1.129
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/22/2023,19:59,G9,1.112
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/22/2023,19:59,G4,0.97
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/22/2023,19:59,G10,1.106
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/22/2023,19:59,G5,0.981
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/22/2023,19:59,G11,1.076
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/22/2023,19:59,G6,1.103
BL21,Δ7,JOE7059,0 ng/mL,-,2/22/2023,19:59,H7,1.149
BL21,Δ7,JOE7059,0 ng/mL,+,2/22/2023,19:59,H2,1.121
BL21,Δ7,JOE7060,0 ng/mL,-,2/22/2023,19:59,H8,1.151
BL21,Δ7,JOE7060,0 ng/mL,+,2/22/2023,19:59,H3,1.138
BL21,Δ7,JOE7061,0 ng/mL,-,2/22/2023,19:59,H9,1.146
BL21,Δ7,JOE7061,0 ng/mL,+,2/22/2023,19:59,H4,0.997
BL21,Δ7,JOE7062,0 ng/mL,-,2/22/2023,19:59,H10,1.142
BL21,Δ7,JOE7062,0 ng/mL,+,2/22/2023,19:59,H5,1.028
BL21,Δ7,JOE7063,0 ng/mL,-,2/22/2023,19:59,H11,1.137
BL21,Δ7,JOE7063,0 ng/mL,+,2/22/2023,19:59,H6,1.117
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/2/2023,20:29,E7,0.81
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/2/2023,20:29,E2,0.907
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/2/2023,20:29,E8,0.75
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/2/2023,20:29,E3,0.744
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/2/2023,20:29,E9,0.555
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/2/2023,20:29,E4,0.56
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/2/2023,20:29,E10,0.569
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/2/2023,20:29,E5,0.536
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/2/2023,20:29,E11,0.594
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/2/2023,20:29,E6,0.493
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/2/2023,20:29,F7,1.076
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/2/2023,20:29,F2,1.057
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/2/2023,20:29,F8,1.065
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/2/2023,20:29,F3,1.03
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/2/2023,20:29,F9,1.014
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/2/2023,20:29,F4,0.86
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/2/2023,20:29,F10,1.01
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/2/2023,20:29,F5,0.911
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/2/2023,20:29,F11,0.98
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/2/2023,20:29,F6,0.987
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/2/2023,20:29,G7,1.1
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/2/2023,20:29,G2,1.117
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/2/2023,20:29,G8,1.092
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/2/2023,20:29,G3,1.082
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/2/2023,20:29,G9,1.076
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/2/2023,20:29,G4,0.95
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/2/2023,20:29,G10,1.093
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/2/2023,20:29,G5,0.949
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/2/2023,20:29,G11,1.064
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/2/2023,20:29,G6,1.062
BL21,Δ7,JOE7059,0 ng/mL,-,2/2/2023,20:29,H7,1.131
BL21,Δ7,JOE7059,0 ng/mL,+,2/2/2023,20:29,H2,1.09
BL21,Δ7,JOE7060,0 ng/mL,-,2/2/2023,20:29,H8,1.131
BL21,Δ7,JOE7060,0 ng/mL,+,2/2/2023,20:29,H3,1.112
BL21,Δ7,JOE7061,0 ng/mL,-,2/2/2023,20:29,H9,1.103
BL21,Δ7,JOE7061,0 ng/mL,+,2/2/2023,20:29,H4,0.977
BL21,Δ7,JOE7062,0 ng/mL,-,2/2/2023,20:29,H10,1.117
BL21,Δ7,JOE7062,0 ng/mL,+,2/2/2023,20:29,H5,0.98
BL21,Δ7,JOE7063,0 ng/mL,-,2/2/2023,20:29,H11,1.117
BL21,Δ7,JOE7063,0 ng/mL,+,2/2/2023,20:29,H6,1.071
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/9/2023,20:29,E7,0.63
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/9/2023,20:29,E2,0.599
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/9/2023,20:29,E8,0.47
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/9/2023,20:29,E3,0.601
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/9/2023,20:29,E9,0.592
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/9/2023,20:29,E4,0.457
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/9/2023,20:29,E10,0.617
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/9/2023,20:29,E5,0.366
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/9/2023,20:29,E11,0.728
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/9/2023,20:29,E6,0.647
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/9/2023,20:29,F7,1.077
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/9/2023,20:29,F2,1.058
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/9/2023,20:29,F8,1.046
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/9/2023,20:29,F3,1.069
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/9/2023,20:29,F9,1.048
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/9/2023,20:29,F4,0.904
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/9/2023,20:29,F10,1.053
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/9/2023,20:29,F5,0.895
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/9/2023,20:29,F11,0.979
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/9/2023,20:29,F6,1.056
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/9/2023,20:29,G7,1.127
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/9/2023,20:29,G2,1.115
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/9/2023,20:29,G8,1.132
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/9/2023,20:29,G3,1.137
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/9/2023,20:29,G9,1.115
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/9/2023,20:29,G4,0.971
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/9/2023,20:29,G10,1.109
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/9/2023,20:29,G5,0.994
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/9/2023,20:29,G11,1.116
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/9/2023,20:29,G6,1.112
BL21,Δ7,JOE7059,0 ng/mL,-,2/9/2023,20:29,H7,1.17
BL21,Δ7,JOE7059,0 ng/mL,+,2/9/2023,20:29,H2,1.137
BL21,Δ7,JOE7060,0 ng/mL,-,2/9/2023,20:29,H8,1.164
BL21,Δ7,JOE7060,0 ng/mL,+,2/9/2023,20:29,H3,1.129
BL21,Δ7,JOE7061,0 ng/mL,-,2/9/2023,20:29,H9,1.157
BL21,Δ7,JOE7061,0 ng/mL,+,2/9/2023,20:29,H4,1.001
BL21,Δ7,JOE7062,0 ng/mL,-,2/9/2023,20:29,H10,1.175
BL21,Δ7,JOE7062,0 ng/mL,+,2/9/2023,20:29,H5,1.025
BL21,Δ7,JOE7063,0 ng/mL,-,2/9/2023,20:29,H11,1.144
BL21,Δ7,JOE7063,0 ng/mL,+,2/9/2023,20:29,H6,1.134
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/17/2023,20:29,E7,0.845
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/17/2023,20:29,E2,0.77
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/17/2023,20:29,E8,0.774
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/17/2023,20:29,E3,0.839
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/17/2023,20:29,E9,0.666
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/17/2023,20:29,E4,0.537
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/17/2023,20:29,E10,0.659
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/17/2023,20:29,E5,0.376
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/17/2023,20:29,E11,0.637
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/17/2023,20:29,E6,0.716
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/17/2023,20:29,F7,1.104
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/17/2023,20:29,F2,1.036
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/17/2023,20:29,F8,1.084
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/17/2023,20:29,F3,1.066
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/17/2023,20:29,F9,1.06
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/17/2023,20:29,F4,0.879
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/17/2023,20:29,F10,1.065
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/17/2023,20:29,F5,0.902
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/17/2023,20:29,F11,1.001
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/17/2023,20:29,F6,1.016
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/17/2023,20:29,G7,1.135
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/17/2023,20:29,G2,1.11
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/17/2023,20:29,G8,1.132
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/17/2023,20:29,G3,1.132
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/17/2023,20:29,G9,1.106
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/17/2023,20:29,G4,0.974
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/17/2023,20:29,G10,1.114
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/17/2023,20:29,G5,0.974
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/17/2023,20:29,G11,1.079
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/17/2023,20:29,G6,1.094
BL21,Δ7,JOE7059,0 ng/mL,-,2/17/2023,20:29,H7,1.156
BL21,Δ7,JOE7059,0 ng/mL,+,2/17/2023,20:29,H2,1.145
BL21,Δ7,JOE7060,0 ng/mL,-,2/17/2023,20:29,H8,1.153
BL21,Δ7,JOE7060,0 ng/mL,+,2/17/2023,20:29,H3,1.143
BL21,Δ7,JOE7061,0 ng/mL,-,2/17/2023,20:29,H9,1.146
BL21,Δ7,JOE7061,0 ng/mL,+,2/17/2023,20:29,H4,1.002
BL21,Δ7,JOE7062,0 ng/mL,-,2/17/2023,20:29,H10,1.155
BL21,Δ7,JOE7062,0 ng/mL,+,2/17/2023,20:29,H5,1.024
BL21,Δ7,JOE7063,0 ng/mL,-,2/17/2023,20:29,H11,1.114
BL21,Δ7,JOE7063,0 ng/mL,+,2/17/2023,20:29,H6,1.113
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/22/2023,20:29,E7,0.831
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/22/2023,20:29,E2,0.895
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/22/2023,20:29,E8,0.867
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/22/2023,20:29,E3,0.86
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/22/2023,20:29,E9,0.748
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,20:29,E4,0.643
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/22/2023,20:29,E10,0.759
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/22/2023,20:29,E5,0.633
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/22/2023,20:29,E11,0.392
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/22/2023,20:29,E6,0.677
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/22/2023,20:29,F7,1.099
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/22/2023,20:29,F2,1.084
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/22/2023,20:29,F8,1.109
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/22/2023,20:29,F3,1.11
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/22/2023,20:29,F9,1.078
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/22/2023,20:29,F4,0.92
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/22/2023,20:29,F10,1.09
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/22/2023,20:29,F5,0.957
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/22/2023,20:29,F11,1.02
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/22/2023,20:29,F6,1.06
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/22/2023,20:29,G7,1.15
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/22/2023,20:29,G2,1.115
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/22/2023,20:29,G8,1.16
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/22/2023,20:29,G3,1.133
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/22/2023,20:29,G9,1.112
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/22/2023,20:29,G4,0.973
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/22/2023,20:29,G10,1.107
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/22/2023,20:29,G5,0.98
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/22/2023,20:29,G11,1.081
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/22/2023,20:29,G6,1.108
BL21,Δ7,JOE7059,0 ng/mL,-,2/22/2023,20:29,H7,1.158
BL21,Δ7,JOE7059,0 ng/mL,+,2/22/2023,20:29,H2,1.121
BL21,Δ7,JOE7060,0 ng/mL,-,2/22/2023,20:29,H8,1.151
BL21,Δ7,JOE7060,0 ng/mL,+,2/22/2023,20:29,H3,1.14
BL21,Δ7,JOE7061,0 ng/mL,-,2/22/2023,20:29,H9,1.148
BL21,Δ7,JOE7061,0 ng/mL,+,2/22/2023,20:29,H4,0.995
BL21,Δ7,JOE7062,0 ng/mL,-,2/22/2023,20:29,H10,1.149
BL21,Δ7,JOE7062,0 ng/mL,+,2/22/2023,20:29,H5,1.03
BL21,Δ7,JOE7063,0 ng/mL,-,2/22/2023,20:29,H11,1.14
BL21,Δ7,JOE7063,0 ng/mL,+,2/22/2023,20:29,H6,1.117
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/2/2023,20:59,E7,0.821
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/2/2023,20:59,E2,0.916
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/2/2023,20:59,E8,0.769
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/2/2023,20:59,E3,0.768
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/2/2023,20:59,E9,0.575
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/2/2023,20:59,E4,0.569
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/2/2023,20:59,E10,0.586
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/2/2023,20:59,E5,0.55
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/2/2023,20:59,E11,0.635
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/2/2023,20:59,E6,0.517
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/2/2023,20:59,F7,1.08
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/2/2023,20:59,F2,1.062
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/2/2023,20:59,F8,1.067
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/2/2023,20:59,F3,1.038
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/2/2023,20:59,F9,1.018
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/2/2023,20:59,F4,0.865
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/2/2023,20:59,F10,1.019
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/2/2023,20:59,F5,0.915
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/2/2023,20:59,F11,0.987
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/2/2023,20:59,F6,0.992
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/2/2023,20:59,G7,1.102
BL21,Δ7,JOE7059,0.078 ng/mL,+,2/2/2023,20:59,G2,1.122
BL21,Δ7,JOE7060,0.078 ng/mL,-,2/2/2023,20:59,G8,1.093
BL21,Δ7,JOE7060,0.078 ng/mL,+,2/2/2023,20:59,G3,1.081
BL21,Δ7,JOE7061,0.078 ng/mL,-,2/2/2023,20:59,G9,1.082
BL21,Δ7,JOE7061,0.078 ng/mL,+,2/2/2023,20:59,G4,0.952
BL21,Δ7,JOE7062,0.078 ng/mL,-,2/2/2023,20:59,G10,1.096
BL21,Δ7,JOE7062,0.078 ng/mL,+,2/2/2023,20:59,G5,0.952
BL21,Δ7,JOE7063,0.078 ng/mL,-,2/2/2023,20:59,G11,1.067
BL21,Δ7,JOE7063,0.078 ng/mL,+,2/2/2023,20:59,G6,1.066
BL21,Δ7,JOE7059,0 ng/mL,-,2/2/2023,20:59,H7,1.127
BL21,Δ7,JOE7059,0 ng/mL,+,2/2/2023,20:59,H2,1.092
BL21,Δ7,JOE7060,0 ng/mL,-,2/2/2023,20:59,H8,1.138
BL21,Δ7,JOE7060,0 ng/mL,+,2/2/2023,20:59,H3,1.112
BL21,Δ7,JOE7061,0 ng/mL,-,2/2/2023,20:59,H9,1.11
BL21,Δ7,JOE7061,0 ng/mL,+,2/2/2023,20:59,H4,0.976
BL21,Δ7,JOE7062,0 ng/mL,-,2/2/2023,20:59,H10,1.127
BL21,Δ7,JOE7062,0 ng/mL,+,2/2/2023,20:59,H5,0.982
BL21,Δ7,JOE7063,0 ng/mL,-,2/2/2023,20:59,H11,1.118
BL21,Δ7,JOE7063,0 ng/mL,+,2/2/2023,20:59,H6,1.073
BL21,Δ7,JOE7059,0.313 ng/mL,-,2/9/2023,20:59,E7,0.662
BL21,Δ7,JOE7059,0.313 ng/mL,+,2/9/2023,20:59,E2,0.62
BL21,Δ7,JOE7060,0.313 ng/mL,-,2/9/2023,20:59,E8,0.543
BL21,Δ7,JOE7060,0.313 ng/mL,+,2/9/2023,20:59,E3,0.62
BL21,Δ7,JOE7061,0.313 ng/mL,-,2/9/2023,20:59,E9,0.616
BL21,Δ7,JOE7061,0.313 ng/mL,+,2/9/2023,20:59,E4,0.483
BL21,Δ7,JOE7062,0.313 ng/mL,-,2/9/2023,20:59,E10,0.65
BL21,Δ7,JOE7062,0.313 ng/mL,+,2/9/2023,20:59,E5,0.397
BL21,Δ7,JOE7063,0.313 ng/mL,-,2/9/2023,20:59,E11,0.767
BL21,Δ7,JOE7063,0.313 ng/mL,+,2/9/2023,20:59,E6,0.671
BL21,Δ7,JOE7059,0.156 ng/mL,-,2/9/2023,20:59,F7,1.083
BL21,Δ7,JOE7059,0.156 ng/mL,+,2/9/2023,20:59,F2,1.063
BL21,Δ7,JOE7060,0.156 ng/mL,-,2/9/2023,20:59,F8,1.054
BL21,Δ7,JOE7060,0.156 ng/mL,+,2/9/2023,20:59,F3,1.07
BL21,Δ7,JOE7061,0.156 ng/mL,-,2/9/2023,20:59,F9,1.054
BL21,Δ7,JOE7061,0.156 ng/mL,+,2/9/2023,20:59,F4,0.907
BL21,Δ7,JOE7062,0.156 ng/mL,-,2/9/2023,20:59,F10,1.06
BL21,Δ7,JOE7062,0.156 ng/mL,+,2/9/2023,20:59,F5,0.901
BL21,Δ7,JOE7063,0.156 ng/mL,-,2/9/2023,20:59,F11,0.986
BL21,Δ7,JOE7063,0.156 ng/mL,+,2/9/2023,20:59,F6,1.059
BL21,Δ7,JOE7059,0.078 ng/mL,-,2/9/2023,20:59,G7,1.128
